Unnamed: 0,question,type,keywords
153,공부한 내용을 전체적으로 정리해 본다.,자기조절학습검사,"보다, 사용하기, 시뮬레이션, 만화, 댄스, 연산, 과학, 탐색하는, 진로, 신체교육"
154,내가 진로를 정해 나가는 데 도움을 줄 사람이 주변에 많다.  ,진로발달검사,"있을, 예민하고, 탐색하는, 증명, 대화, 경험들, 겪고, 때문, 패션, 목표"
155,나는 어떤 친구가 도움이 필요한지 잘 알아챈다.,다중지능검사,"비판적이거나, 시관환경관리, 친구들, 듣기, 탐색하는, 받으며, 타고, 환경, 칭찬, 만지거나"
156,어려운 내용은 이해하기 쉬운 말로 바꾸어 본다.,자기조절학습검사,"없고, 만화, 노래, 반응할, 성실하게, 친구들, 그래프, 이론, 자기존중감, 내고"
157,나는 체계적이고 논리적인 사고를 필요로 하는 실험을 좋아한다.,다중지능검사,"이해전략, 물리적, 반응할, 추론, 직접, 글쓰기, 증명, 직접, 안정적, 악기연주하기"
158,어떤 때는 차라리 죽는 것이 편하겠다는 생각이 든다.,다요인검사,"시를, 바둑, 움직여, 수학, 이해하기, 국내여행, 이해전략, 풍부해, 사람들, 관습적"
159,나는 잘한다고 생각하는 일에 특기가 있는지 살펴본다.  ,진로발달검사,"분류하기, 듣지만, 경험하기를, 제스처, 맡기는, 순차적, 대화, 활용하기, 공부하기, 스트레스"
160,"이해되지 않은 부분이나 과목은 인터넷 강의, 학원, 과외 등을 찾아본다.",자기조절학습검사,"신체, 설정, 긍정적, 귀납적, 캠핑, 질문전략, 성향, 소리, 받으면, 흐름"
161,공부하고 있는 내용들을 이해하고 있는지 확인해본다.,자기조절학습검사,"받아들이기, 축구, 거부감, 체험학습, 가던, 이론, 운동, 가능성, 캠핑, 거부감"
162,가수 : 공연장이나 콘서트 무대에서 대중적인 노래를 부르는 사람 ,진로발달검사,"좋아하고, 학습법, 국내여행, 받아들이기, 여행, 오감, 부끄럼, 동물, 국내여행, 동정심"
163,나는 숙제를 마지막에야 급하게 시작한다.,자기조절학습검사,"스터디, 규칙적, 현실적, 성실하게, 위해, 어려울, 학문, 직접, 명랑하고, 않는"
164,나는 다양한 종류의 음악을 즐긴다.,다중지능검사,"경험하기를, 구조, 댄스, 추론, 내용, 맡기는, 패션, 적응하고, 없으나, 겪고"
165,욕을 해본 적이 없다.,자기조절학습검사,"표현할, 운동, 시각, 도형, 동물, 공부, 범주, 진로, 수집, 학습내용"
166,나는 노래 부르는 것을 좋아한다.,다중지능검사,"시각, 생각하며, 외국어, 규칙적, 철저한, 기능, 헬스, 생각하며, 스노보드, 성실하게"
167,무엇 하나를 고를 때도 누군가가 정해주는 것이 편하다. ,진로발달검사,"캠핑, 가치, 논리, 친구들, 경우일, 자원활용, 받으면, 만화, 학습법, 분류하는"
168,통계학자 : 수학 또는 통계학 이론을 연구하고 기술을 개발하는 사람 ,진로발달검사,"인내심, 운동, 정서조절, 중재학습, 관심, 작은, 조각, 봉사, 외국어, 가기"
169,몸이 떨리고 늘 긴장되어 있다.,다요인검사,"적극적, 분류하는, 학습법, 여기는, 없으나, 미술, 필요, 시뮬레이션, 받으며, 칭찬"
170,나는 학교나 모임에서 앞장서서 일한 적이 많다.,다중지능검사,"불편, 언어, 해주는, 즐김, 시각, 기억전략, 뷰티, 거부감, 구체적, 축구"
171,부자들 돈은 좀 뺏어도 괜찮다고 생각한다.,다요인검사,"뚜렷한, 상상력, 사랑, 안온하게, 작은, 관계지각, 구체적, 말로, 자전거, 학문"
172,나는 다른 사람의 감정을 상하게 한 적이 없다.,자기조절학습검사,"받아들이기, 기민성;, 자기주도적, 정서조절, 자전거, 내향적, 편안히, 중간, 안온하게, 수학"
173,종종 다른 애들을 때려주고 싶은 충동을 느낀다.,다요인검사,"해내기, 영화, 대처하지, 자기, 동물, 해결하는, 적극적, 비판적이거나, 위해, 릴레이"
174,나는 국어나 글쓰기 시간을 좋아한다.,다중지능검사,"단위, 없으나, 방법, 느낄, 비판적이거나, 사람들, 가설설정, 나타나는, 인내심, 유형화"
175,나는 공부하다가 잠깐씩 멈춰서 내용을 이해하고 있는지 스스로 물어본다.,자기조절학습검사,"일상생활, 해석하는, 필요, 학습하기, 가치, 아니며, 사람, 진로, 릴레이, 미용"
176,나는 시험 볼 때 너무 긴장해서 아는 것도 제대로 쓰지 못할 때가 있다.,자기조절학습검사,"불안정하여, 가기, 헬스, 때문, 함께, 만들어, 넘칩니다, 뚜렷한, 시간환경관리, 풍부해"
177,성실하고 양심적으로 일을 하는 편이다.,다요인검사,"현장학습, 어울릴, 펫케어, 그림, 힘들어합니다, 설정, 게임, 운동, 패션, 일상생활"
178,"시험볼 때 문제의 수, 종류 및 배점에 따라 머릿속으로 시간을 배분해 본다.",자기조절학습검사,"가능성, 꼼꼼하고, 자신, 이해, 만화, 상호관계, 정서지능, 자기, 호기심, 풍부해"
179,다른 사람에게 성급하게 화를 내는 경우가 있다.,다요인검사,"추리, 연극, 창의적, 골프, 관계, 외국어, 진로, 현장학습, 시뮬레이션, 호기심"
180,나에게 맞는 직업은 과연 무엇일지 고민해 보곤 한다.  ,진로발달검사,"편이, 에너지, 생각, 분류하기, 풍부해, 바둑, 믿고, 독서, 캠핑, 방법"
181,일을 할 때 주위에서 어지간히 소란해도 잘할 수 있다.,다요인검사,"댄스, 상태, 읽기, 사람들, 사랑, 환경, 소셜미디어, 판단하는, 정서조절, 함께"
182,옛 관습에 구애받지 말고 여성의 사회 참여를 적극 권장해야 한다.,다요인검사,"뚜렷한, 시를, 도식, 편안한, 성실하게, 있으며, 초인, 안정상, 구체적, 스피드"
183,잘 할 수 있다고 스스로 마음을 다독인다.,자기조절학습검사,"내고, 드러나지, 관계지각, 신체, 글쓰기, 범주, 평균, 받으면, 시간환경관리, 편이"
184,혼자서 결정하기보다 여러 사람의 의견을 따르는 것이 편하다.,다요인검사,"독서, 없으나, 깊습니다, 편안히, 여기는, 발달된, 해주는, 공부하기, 긍정적, 상징"
185,모르는 친구와의 만남에서도 편안한 분위기를 만들기 위해 노력한다. ,진로발달검사,"순차적, 듣기, 많고, 항목, 보거나, 도표, 표현할, 해결하는, 발달된, 시를"
186,나는 마음속에 떠오르는 생각을 그림으로 잘 표현할 수 있다.,다중지능검사,"성향, 기억전략, 맞게, 연극, 댄스, 타고, 내향적, 자료, 만화, 불안정하여"
187,어려운 상황에 처해도 꿋꿋이 딛고 일어서는 성격이다.,자기조절학습검사,"기술, 자신, 자원활용, 자기존중감, 끝내지, 생각하는, 정서적, 가치, 기분, 편안히"
188,공부할 때 구체적인 예를 떠올리며 이해하려고 노력한다.,자기조절학습검사,"아닙니다, 끝내지, 이해, 분류, 보입니다, 대처하지, 받으면, 동기유발, 관찰, 약점"
189,나는 공부하면서 내용을 확실히 이해하고 있는지 스스로 확인해 본다.,자기조절학습검사,"관계, 느낄, 예민하고, 헬스, 구체적, 관심, 귀납적, 소리, 보거나, 해내기"
190,가수가 되려고 노래 연습을 한다. ,진로발달검사,"해주는, 자주, 단서, 신체언어, 외국어, 표현할, 합니다, 긴장유지, 내고, 일상생활"
191,나는 어휘력이 풍부하고 새로운 단어를 배우기 좋아한다.,다중지능검사,"캠핑, 항목, 패션, 구조, 말로, 미술, 지식, 야외체험학습, 받으면, 겪고"
192,공부하다가 불안하고 초초할 때 마음을 편안하게 하는 나만의 방법이 있다.,자기조절학습검사,"리더십, 학문, 미술, 정서조절, 타고, 지식, 다른, 풍부해, 호기심, 동물"
193,내 꿈을 이루기 위한 학업계획을 세워 나가고 있다.,진로발달검사,"등산, 스노보드, 이해전략, 기존, 이해하기, 살펴볼, 논리, 현장학습, 안정상, 도움"
194,중요한 내용에 밑줄을 긋거나 표시하면서 공부한다.,자기조절학습검사,"친구들, 규칙적, 유형화, 맞게, 기하학적, 국내여행, 풍부해, 조각, 맡기는, 내용"
195,어떤 일을 결정하기에 앞서 항상 그 일이 옳은 일인지 아닌지 생각해 본다.,다요인검사,"믿고, 캠핑, 게임, 야외자연활동, 좋아하고, 많은, 생각하는, 거부감, 불안정하여, 의견"
196,"나는 계획한 공부를 다 하지 못하면 좋아하는 것(게임, TV시청 등)을 하지 않기로 다짐한다.",자기조절학습검사,"계획적, 분류, 의견, 가던, 아닌지, 적절한, 지각하는, 요리, 보입니다, 필요"
197,나는 학교에서 배우는 내용을 생활에서도 활용할 수 있을 것이라고 생각한다.,자기조절학습검사,"시간환경관리, 경험하기를, 부끄럼, 바둑, 그림, 현실적, 질문전략, 타고, 많고, 밴다이어그램"
198,가수 : 공연장이나 콘서트 무대에서 대중적인 노래를 부르는 사람 ,진로발달검사,"신체, 시뮬레이션, 읽기, 실천전략, 가던, 언어, 정서조절, 지각하는, 오감, 긴장유지"
199,나는 내 생각을 다른 사람들에게 설명하는 것이 쉽다.,다중지능검사,"등산, 자기, 사고, 듣기, 있어, 자원활용, 맞게, 협동적, 깊게, 사진"
200,나는 공부할 때 시험에 나올만한 문제들을 미리 생각해본다.,자기조절학습검사,"인식, 외국어, 나타나는, 먼저, 대화, 조각, 자신, 추론, 분류하기, 자동차"
201,어떤 모임에도 쉽게 어울리는 편이다.,다요인검사,"호기심, 기하학적, 꼼꼼하고, 안정상, 얼굴표정, 다시, 수학적, 스트레스, 스노보드, 표현할"
202,부자들 돈은 좀 뺏어도 괜찮다고 생각한다.,다요인검사,"해냅니다, 영화, 스피드, 인내심, 편안히, 판단하는, 가설설정, 자원활용, 디지털, 초인"
203,의사가 되어 환자의 병을 알아낸다.,진로발달검사,"축구, 편안한, 상상력, 보거나, 지각하는, 상상력, 주의, 중재학습, 비판적이거나, 패션"
204,별 것 아닌 사소한 일 때문에 짜증을 내곤 한다.,다요인검사,"분류, 있음에도, 여행, 단위, 읽기, 게임, 혹은, 내용, 기능, 골프"
205,대인관계가 서투르며 약삭빠르지 못하다.,다요인검사,"기능, 거부감, 정서적, 경험하기를, 자기주장, 연역적, 연산, 개인사를, 메타, 스피드"
206,나는 결과보다 노력하는 과정이 중요하다고 생각한다.,자기조절학습검사,"해외여행, 아니며, 상태, 움직여, 혹은, 보거나, 있을, 만들어, 상황, 비언어적"
207,다른 사람들을 이해하려고 한다. ,진로발달검사,"혹은, 코딩, 미용, 발달된, 관계지각, 있고, 사진, 호기심, 신체언어, 성실하게"
208,다른 사람보다 의지력이 강한 편이다.,자기조절학습검사,"펫케어, 호기심, 약점, 공감하면서도, 등산, 평균, 가기, 믿고, 상상력, 조각"
209,나는 다른 사람이 이야기하는 것의 요점을 잘 파악한다.,다중지능검사,"연산, 많고, 스트레스, 게임, 가려고, 저널, 이해하기, 창의적, 어울릴, 단위"
210,"나는 공부하다가 모르는 내용이 있으면 자습서, 사전, 인터넷 등을 찾아본다.",자기조절학습검사,"세세한, 헬스, 주의, 자주, 듣지만, 요지, 안정적, 학문, 상호관계, 인내심"
211,나는 컴퓨터나 전자제품 등 기계의 작동원리를 궁금해 한다.,다중지능검사,"상징, 구조, 차트, 과학적, 해외여행, 자기, 시뮬레이션, 필요, 분류하기, 맞게"
212,직장이나 모임에서 곧잘 간부로 뽑히는 편이다.,다요인검사,"추론, 가려고, 소셜미디어, 자료, 아니며, 자기, 기존, 받으면, 비판적이거나, 관계지각"
213,나는 과제를 해결하는데 도움이 되는 여러 방법들을 찾아본다.,자기조절학습검사,"스포츠, 의견, 자기계발, 식물, 스포츠, 직접, 스피드, 움직여, 부끄럼, 않는"
214,야한 사진이나 동영상을 한 번도 본 적이 없다.,자기조절학습검사,"세세한, 시관환경관리, 디지털, 자주, 작은, 수학, 통해, 일상생활, 맡기는, 자연학습"
215,학교에서 배우는 내용들이 나에게 전혀 도움이 되지 않는다.,자기조절학습검사,"사교적, 해내기, 안정상, 그룹, 도식, 구체적, 미용, 소리, 전신운동기능, 부끄럼"
216,나는 좋아하는 일과 잘하는 일을 서로 비교해 본다.  ,진로발달검사,"정서조절, 인내심, 신체교육, 기능, 있음에도, 그룹, 끝내지, 작은, 정서지능, 뚜렷한"
217,나는 다른 사람의 기분이나 감정을 잘 파악하고 대처한다.,다중지능검사,"작곡하는, 중재학습, 미용, 중재학습, 만들어, 대화, 위해, 요가, 받으며, 깊습니다"
218,나는 새로운 내용을 공부할 때 이미 배운 내용과 연관시켜 가며 이해한다.,자기조절학습검사,"캠핑, 생각하는, 믿고, 이해하기, 다시, 신체언어, 전신운동기능, 명랑하고, 설정, 비판적이거나"
219,가수 : 공연장이나 콘서트 무대에서 대중적인 노래를 부르는 사람 ,진로발달검사,"드라마, 정서적, 기하학적, 봉사, 나타나는, 말하기, 상호관계, 드러나지, 상상력, 있어"
220,나는 어휘력이 풍부하고 새로운 단어를 배우기 좋아한다.,다중지능검사,"평균, 제시하는, 조성하, 관습적, 요지, 다시, 도식, 정서조절, 곡선, 패션"
221,나는 논리와 추리를 요구하는 퍼즐이 재미있다.,다중지능검사,"디자인, 자주, 목표, 타고, 이해전략, 긍정적, 설정, 드라마, 노래, 공부하기"
222,회사에서 직원을 선발하는 업무를 한다. ,진로발달검사,"받으며, 능력, 경우일, 자전거, 조성하, 도형, 초인, 경우일, 개인사를, 자료"
223,남들과 타협하기를 싫어하는 편이다.,다요인검사,"미용, 움직여, 추상적, 소셜미디어, 리더십, 시간환경관리, 이해, 받아들이기, 이해하기, 친구들"
224,나는 숙제나 시험공부를 벼락치기로 하는 편이다.,자기조절학습검사,"해내기, 움직여, 이해전략, 편안한, 없으나, 자전거, 좋아하고, 보입니다, 사교적, 믿고"
